filename, speaker, sentence, score
384,TRUMP, He's outsmarted her every step of the way,-0.070834719233
385,WALLACE, I do get to ask some questions,0.0247603208766
386,TRUMP, Yes that's fine,0.87809365421
387,WALLACE, And I would like to ask you this direct question,0.212760320877
388,WALLACE, The top national security officials of this country do believe that Russia has been behind these hacks,0.0880097137662
389,WALLACE, Even if you don't know for sure whether they are do you condemn any interference by Russia in the American election,0.039295543692
390,TRUMP, By Russia or anybody else,-0.339239679123
391,WALLACE, You condemn their interference,-0.00392975934256
392,TRUMP, Of course I condemn,0.0385702406574
393,TRUMP, Of course I -- I don't know Putin,-0.0314297593426
394,TRUMP, I have no idea,0.194760320877
395,WALLACE, I'm not asking -- I'm asking do you condemn,0.0259246940151
396,TRUMP, I never met Putin,-0.261429759343
397,TRUMP, This is not my best friend,0.474760320877
398,TRUMP, But if the United States got along with Russia wouldn't be so bad,-0.273701217585
399,TRUMP,Let me tell you Putin has outsmarted her and Obama at every single step of the way,0.077141459597
400,TRUMP, Whether it's Syria you name it,-0.0126997326028
401,TRUMP, Missiles,-2.55523967912
402,TRUMP, Take a look at the "start up" that they signed,-0.0881917432987
403,TRUMP, The Russians have said according to many many reports I can't believe they allowed us to do this,0.0569825430988
404,TRUMP, They create warheads and we can't,0.0973002673972
405,TRUMP, The Russians can't believe it,-0.311239679123
406,TRUMP, She has been outsmarted by Putin,-0.0201597860823
407,TRUMP,And all you have to do is look at the Middle East,0.124760320877
408,TRUMP, They've taken over,-0.68190634579
409,TRUMP, We've spent $6 trillion,-0.0926198395617
410,TRUMP, They've taken over the Middle East,-0.338573012457
411,TRUMP, She has been outsmarted and outplayed worse than anybody I've ever seen in any government whatsoever,-0.256132239288
412,WALLACE, We're a long way away from immigration but I'm going to let you finish this topic,-0.0927396791234
413,WALLACE, You got about 45 seconds,0.115808256701
414,TRUMP, And she always will be,0.540760320877
415,CLINTON, I -- I find it ironic that he's raising nuclear weapons,-0.321559737465
416,CLINTON, This is a person who has been very cavalier even casual about the use of nuclear weapons,-0.366387952168
417,CLINTON, He's,-0.275239679123
418,TRUMP, Wrong,-2.23523967912
419,TRUMP, CLINTON ,0.304760320877
420,TRUMP, advocated more countries getting them Japan Korea even Saudi Arabia,0.104284288789
421,TRUMP, He said well if we have them why don't we use them which I think is terrifying,0.0656567725897
422,TRUMP,But here's the deal,-0.210239679123
423,TRUMP, The bottom line on nuclear weapons is that when the president gives the order it must be followed,-0.417461901346
424,TRUMP, There's about four minutes between the order being given and the people responsible for launching nuclear weapons to do so,-0.274477695167
425,TRUMP, And that's why 10 people who have had that awesome responsibility have come out and in an unprecedented way said they would not trust Donald Trump with the nuclear codes or to have his finger on the nuclear button,-0.0643238063703
426,TRUMP, I have 200 generals,0.247380160438
427,WALLACE, Very quickly,0.594760320877
428,TRUMP, and admirals 21 endorsing me 21 congressional Medal of Honor recipients,0.278960175024
429,TRUMP, As far as Japan and other countries we are being ripped off by everybody in the -- we're defending other countries,-0.100704456308
430,TRUMP, We are spending a fortune doing it,0.316188892305
431,TRUMP, They have the bargain of the century,-0.0187768678201
432,TRUMP,All I said is we have to renegotiate these agreements because our country cannot afford to defend Saudi Arabia Japan Germany South Korea and many other places,0.151991420103
433,TRUMP, We cannot continue to afford -- she took that as saying nuclear weapons,-0.424836626883
434,WALLACE, OK,0.564760320877
435,TRUMP, Look she's been proven to be a liar on so many different ways,-0.16791354996
436,TRUMP, This is just another lie,-0.615239679123
437,CLINTON, Well I'm just quoting you when you were asked,0.315342507446
438,TRUMP, There's no quote,-0.648573012457
439,TRUMP, You're not going to find a quote from me,-0.0396841235679
440,CLINTON, about a potential nuclear -- nuclear competition in Asia you said you know go ahead enjoy yourselves folks,0.237564729668
441,CLINTON, That kind,0.714760320877
442,TRUMP, And defend yourselves,-0.103493119416
443,CLINTON, of language -- well,0.518570240657
444,TRUMP, And defend yourselves,-0.103493119416
445,TRUMP, I didn't say nuclear,-0.690239679123
446,TRUMP, And defend yourself,0.184760320877
447,CLINTON, The United States has kept the peace -- the United States has kept the peace through our alliances,0.505342507446
448,CLINTON, Donald wants to tear up our alliances,-0.155919724963
449,CLINTON, I think it makes the world safer and frankly it makes the United States safer,0.229141590035
450,CLINTON, I would work with our allies in Asia in Europe in the Middle East and elsewhere,0.261010320877
451,CLINTON, That's the only way we're going to be able to keep the peace,0.1816833978
452,WALLACE, We're going to -- no we are going to move on to the next topic which is the economy,-0.19338495917
453,WALLACE, And I hope we handle that as well as we did immigration,0.429760320877
454,WALLACE, You also have very different ideas about how to get the economy growing faster,0.277617463734
455,WALLACE, Secretary Clinton in your plan government plays a big role,0.308760320877
456,WALLACE, You see more government spending more entitlements more tax credits more tax penalties,-0.240221242268
457,WALLACE, Mister Trump you want to get government out with lower taxes and less regulation,-0.420953964838
458,TRUMP, Yes,1.36476032088
459,WALLACE, We're going to drill down into this a little bit more,-0.315672435567
460,WALLACE, But in this overview please explain to me why you believe that your plan will create more jobs and growth for this country and your opponent's plan will not,0.284596171881
461,WALLACE, In this round you go first Secretary Clinton,0.349760320877
462,CLINTON, Well I think when the middle class thrives America thrives,0.335808256701
463,CLINTON, And so my plan is based on growing the economy giving middle-class families many more opportunities,0.493212800822
464,CLINTON, I want us to have the biggest jobs program since World War II jobs in infrastructure and advanced manufacturing,0.145562409252
465,CLINTON, I think we can compete with high-wage countries and I believe we should,0.47208645004
466,CLINTON, New jobs and clean energy not only to fight climate change which is a serious problem but to create new opportunities and new businesses,0.0855936542099
467,CLINTON,I want us to do more to help small business,0.262760320877
468,CLINTON, That's where two- thirds of the new jobs are going to come from,0.0609510407417
469,CLINTON, I want us to raise the national minimum wage because people who live in poverty should not -- who work full-time should not still be in poverty,-0.218555258448
470,CLINTON, And I sure do want to make sure women get equal pay for the work we do,0.401230909112
471,CLINTON,I feel strongly that we have to have an education system that starts with preschool and goes through college,0.30661504083
472,CLINTON, That's why I want more technical education in high schools and in community colleges real apprenticeships to prepare young people for the jobs of the future,0.425346462381
473,CLINTON, I want to make college debt-free and for families making less than $125000 you will not get a tuition bill from a public college or university if the plan that I worked on with Bernie Sanders is enacted,0.0993971207612
474,CLINTON,And we're going to work hard to make sure that it is because we are going to go where the money is,-0.0179669518507
475,CLINTON, Most of the gains in the last years since the Great Recession have gone to the very top,-0.090795234679
476,CLINTON, So we are going to have the wealthy pay their fair share,0.38809365421
477,CLINTON, We're going to have corporations make a contribution greater than they are now to our country,0.207260320877
478,CLINTON,That is a plan that has been analyzed by independent experts which said that it could produce 10 million new jobs,0.249068861745
479,CLINTON, By contrast Donald's plan has been analyzed to conclude it might lose 3,-0.285568983941
480,CLINTON,5 million jobs,0.983173547251
481,CLINTON, Why,-0.395239679123
482,CLINTON, Because his whole plan is to cut taxes to give the biggest tax breaks ever to the wealthy and to corporations adding $20 trillion to our debt and causing the kind of dislocation that we have seen before because it truly will be trickle-down economics on steroids,-0.137873755812
483,CLINTON,So the plan I have I think will actually produce greater opportunities,0.606426987543
484,CLINTON, The plan he has will cost us jobs and possibly lead to another Great Recession,0.107426987543
485,WALLACE, Secretary thank you,0.97809365421
486,WALLACE, Mister Trump why will your plan create more jobs and growth than Secretary Clinton's,0.346188892305
487,TRUMP, Well first of all before I start on my plan her plan is going to raise taxes and even double your taxes,0.149305775422
488,TRUMP, Her tax plan is a disaster,-0.838573012457
489,TRUMP, And she can say all she wants about college tuition,0.406284288789
490,TRUMP, And I'm a big proponent,0.183808256701
491,TRUMP, We're going to do a lot of things for college tuition,0.162509382615
492,TRUMP, But the rest of the public's going to be paying for it,-0.123969705863
493,TRUMP, We will have a massive massive tax increase under Hillary Clinton's plan,0.0147603208766
494,TRUMP, But I'd like to start off where we left because when I said Japan and Germany and I'm -- not to single them out but South Korea these are very rich powerful countries,0.0537069778197
495,TRUMP, Saudi Arabia nothing but money,-0.291239679123
496,TRUMP, We protect Saudi Arabia,0.414760320877
497,TRUMP, Why aren't they paying,-0.445239679123
498,TRUMP,She immediately -- when she heard this I questioned it and I questioned NATO,-0.0712939877575
499,TRUMP, Why aren't the NATO questioned -- why aren't they paying,-0.541715711211
500,TRUMP, Because they weren't paying,-0.465239679123
501,TRUMP,Since I did this -- this was a year ago -- all of a sudden they're paying,-0.154623246285
502,TRUMP, And I've been given a lot -- a lot of credit for it,0.0120864500399
503,TRUMP, All of a sudden they're starting to pay up,0.0647603208766
504,TRUMP, They have to pay up,0.196760320877
505,TRUMP, We're protecting people they have to pay up,0.352260320877
506,TRUMP, And I'm a big fan of NATO,0.187617463734
507,TRUMP, But they have to pay up,-0.0252396791234
508,TRUMP,She comes out and said we love our allies we think our allies are great,0.795426987543
509,TRUMP, Well it's awfully hard to get them to pay up when you have somebody saying we think how great they are,0.201676496073
510,TRUMP,We have to tell Japan in a very nice way we have to tell Germany all of these countries South Korea we have to say you have to help us out,0.327340966038
511,TRUMP, We have during his regime during President Obama's regime we've doubled our national debt,-0.0555797020432
512,TRUMP, We're up to $20 trillion,0.098856192526
513,TRUMP,So my plan -- we're going to renegotiate trade deals,0.295808256701
514,TRUMP, We're going to have a lot of free trade,0.382538098654
515,TRUMP, We're going to have free trade more free trade than we have right now,0.740474606591
516,TRUMP, But we have horrible deals,-0.339239679123
517,TRUMP, Our jobs are being taken out by the deal that her husband signed NAFTA one of the worst deals ever,-0.0544776951672
518,TRUMP, Our jobs are being sucked out of our economy,-0.164128568012
519,TRUMP,You look at all of the places that I just left you go to Pennsylvania you go to Ohio you go to Florida you go to any of them,0.138553424325
520,TRUMP, You go upstate New York,0.543808256701
521,TRUMP, Our jobs have fled to Mexico and other places,0.115871431988
522,TRUMP, We're bringing our jobs back,0.448760320877
523,TRUMP,I am going to renegotiate NAFTA,0.0331735472511
524,TRUMP, And if I can't make a great deal -- then we're going to terminate NAFTA and we're going to create new deals,0.228656640757
525,TRUMP, We're going to have trade but we're going -- we're going to terminate it we're going to make a great trade deal,0.181600291706
526,TRUMP,And if we can't we're going to do it -- we're going to go a separate way because it has been a disaster,-0.357185780031
527,TRUMP, We are going to cut taxes massively,-0.59877686782
528,TRUMP, We're going to cut business taxes massively,-0.613062582106
529,TRUMP, They're going to start hiring people,0.34809365421
530,TRUMP, We're going to bring the $2,-0.116033065936
531,TRUMP,5 trillion,0.0
532,WALLACE, Time Mister Trump,0.11809365421
533,TRUMP, that's offshore back into the country,-0.0193663992695
534,TRUMP, We are going to start the engine rolling again because,0.108760320877
535,WALLACE, Mister Trump,-0.00523967912342
536,TRUMP, right now our country is dying at 1 percent GDP,-0.0681917432987
537,CLINTON, Well let me translate that if I can Chris because,0.162284288789
538,TRUMP, You can't,-0.545239679123
539,CLINTON, the fact is he's going to advocate for the largest tax cuts we've ever seen three times more than the tax cuts under the Bush administration,-0.403701217585
540,CLINTON, I have said repeatedly throughout this campaign I will not raise taxes on anyone making $250000 or less,-0.137726363617
541,CLINTON,I also will not add a penny to the debt,-0.231239679123
542,CLINTON, I have costed out what I'm going to do,0.00645361855696
543,CLINTON, He will through his massive tax cuts add $20 trillion to the debt,-0.454433574643
544,CLINTON,Well he mentioned the debt,-0.295239679123
545,CLINTON, We know how to get control of the debt,-0.235239679123
546,CLINTON, When my husband was president we went from a $300 billion deficit to a $200 billion surplus and we were actually on the path to eliminating the national debt,0.0621989083721
547,CLINTON, When President Obama came into office he inherited the worst economic disaster since the Great Depression,-0.524287199178
548,CLINTON, He has cut the deficit by two-thirds,-0.741634010677
549,CLINTON,So yes one of the ways you go after the debt one of the ways you create jobs is by investing in people,0.0647603208766
550,CLINTON, So I do have investments investments in new jobs investments in education skill training and the opportunities for people to get ahead and stay ahead,0.508360320877
551,CLINTON, That's the kind of approach that will work,0.197260320877
552,WALLACE, Secretary,0.0447603208766
553,CLINTON, Cutting taxes on the wealthy we've tried that,-0.312739679123
554,CLINTON, It has not worked the way that it has been promised,-0.231603315487
555,WALLACE, Secretary Clinton I want to pursue your plan because in many ways it is similar to the Obama stimulus plan in 2009 which has led to the slowest GDP growth since 1949,0.094165280767
556,TRUMP, Correct,1.64476032088
557,WALLACE, Thank you sir,0.924760320877
558,WALLACE,You told me in July when we spoke that the problem is that President Obama didn't get to do enough in what he was trying to do with his stimulus,9.36542099175e-05
559,WALLACE, So is your plan basically more -- even more of the Obama stimulus,0.204394142348
560,CLINTON, Well it's a combination Chris,0.256760320877
561,CLINTON, And let me say that when you inherit the level of economic catastrophe that President Obama inherited it was a real touch-and-go situation,0.0430628737676
562,CLINTON, I was in the Senate before I became secretary of state,-0.104330588214
563,CLINTON, I've never seen people as physically distraught as the Bush administration team was because of what was happening to the economy,-0.298550185874
564,CLINTON,I personally believe that the steps that President Obama took saved the economy,0.129375705492
565,CLINTON, He doesn't get the credit he deserves for taking some very hard positions,-0.113701217585
566,CLINTON, But it was a terrible recession,-1.30523967912
567,CLINTON,So now we've dug ourselves out of it we're standing but we're not yet running,-0.243239679123
568,CLINTON, So what I am proposing is that we invest from the middle out and the ground up not the top down,-0.105942551546
569,CLINTON, That is not going to work,-0.438573012457
570,CLINTON,That's why what I have put forward doesn't add a penny to the debt but it is the kind of approach that will enable more people to take those new jobs higher-paying jobs,0.0421918263046
571,CLINTON, We're beginning to see some increase in incomes and we certainly have had a long string of increasing jobs,0.219246619778
572,CLINTON, We've got to do more to get the whole economy moving and that's what I believe I will be able to do,0.194760320877
573,WALLACE, Mister Trump even conservative economists who have looked at your plan say that the numbers don't add up that your idea and you've talked about 25 million jobs created 4 percent,0.136711267917
574,TRUMP, Over a 10-year period,-0.336429759343
575,WALLACE, growth is unrealistic,0.343173547251
576,WALLACE, And they say -- you talk a lot about growing the energy industry,0.342855680809
577,WALLACE, They say with oil prices as low as they are right now that's unrealistic as well,0.000712800821798
578,WALLACE, Your response sir,0.13809365421
579,TRUMP, So I just left some high representatives of India,0.146982543099
580,TRUMP, They're growing at 8 percent,0.119808256701
581,TRUMP, China is growing at 7 percent,0.0773002673972
582,TRUMP, And that for them is a catastrophically low number,-0.369101936999
583,TRUMP,We are growing -- our last report came out -- and it's right around the 1 percent level,0.0128558229527
584,TRUMP, And I think it's going down,-0.158573012457
585,TRUMP, Last week as you know the end of last week they came out with an anemic jobs report,-0.255504141394
586,TRUMP, A terrible jobs report,-0.585239679123
587,TRUMP, In fact I said is that the last jobs report before the election,-0.153701217585
588,TRUMP, Because if it is I should win easily it was so bad,-0.0835730124567
589,TRUMP, The report was so bad,-0.963239679123
590,TRUMP,Look our country is stagnant,0.315808256701
591,TRUMP, We've lost our jobs,-0.180239679123
592,TRUMP, We've lost our businesses,-0.350239679123
593,TRUMP, We're not making things anymore relatively speaking,-0.0323825362663
594,TRUMP, Our product is pouring in from China pouring in from Vietnam pouring in from all over the world,0.0136492097655
595,TRUMP,I've visited so many communities,0.376760320877
596,TRUMP, This has been such an incredible education for me Chris,0.284760320877
597,TRUMP, I've gotten to know so many -- I've developed so many friends over the last year,0.126962800822
598,TRUMP, And they cry when they see what's happened,-0.482739679123
599,TRUMP, I pass factories that were thriving 20 25 years ago and because of the bill that her husband signed and she blessed 100 percent it is just horrible what's happened to these people in these communities,-0.0720119459118
600,TRUMP,Now she can say that her husband did well but boy did they suffer as NAFTA kicked in because it didn't really kick in very much but it kicked in after they left,-0.219020294908
601,TRUMP, Boy did they suffer,-0.495239679123
602,TRUMP, That was one of the worst things that's ever been signed by our country,-0.266668250552
603,TRUMP,Now she wants to sign Trans-Pacific Partnership,0.324080275037
604,TRUMP, And she wants it,0.0747603208766
605,TRUMP, She lied when she said she didn't call it the gold standard in one of the debates,-0.0696373450573
606,TRUMP, She totally lied,-0.368573012457
607,TRUMP, She did call it the gold standard,0.347617463734
608,TRUMP, And they actually fact checked and they said I was right,0.139305775422
609,TRUMP, I was so honored,0.309760320877
610,WALLACE, I want you to give you a chance to briefly speak to that and then I want to pivot to one-sixth of the economy,0.0618636274702
611,TRUMP, And that will be as bad as NAFTA,-0.335834719233
612,WALLACE, which is Obamacare,-0.210159786082
613,WALLACE, But go ahead briefly,-0.110239679123
614,CLINTON, Well first let me say number one when I saw the final agreement for TPP I said I was against it,0.109295543692
615,CLINTON, It didn't meet my test,-0.251239679123
616,CLINTON, I've had the same test,-0.431239679123
617,CLINTON, Does it create jobs raise incomes and further our national security,0.473418473524
618,CLINTON, I'm against it now,-0.360239679123
619,CLINTON, I'll be against it after the election,-0.415239679123
620,CLINTON, I'll be against it when I'm president,-0.226668250552
621,CLINTON,There's only one of us on this stage who's actually shipped jobs to Mexico because that's Donald,0.0174214784721
622,CLINTON, He's shipped jobs to 12 countries including Mexico,0.203570240657
623,CLINTON,But he mentioned China,-0.255239679123
624,CLINTON, And you know one of the biggest problems we have with China is the illegal dumping of steel and aluminum into our markets,-0.0991318809388
625,CLINTON, I have fought against that as a senator,-0.597739679123
626,CLINTON, I've stood up against it as secretary of state,-0.270795234679
627,CLINTON,Donald has bought Chinese steel and aluminum,0.0926517036085
628,CLINTON, In fact the Trump Hotel right here in Las Vegas was made with Chinese steel,0.21009365421
629,CLINTON, So he goes around with crocodile tears about how terrible it is but he has given jobs to Chinese steelworkers not American steelworkers,-0.301947547064
630,WALLACE, Mister Trump,-0.00523967912342
631,CLINTON, That's the kind of approach that is just not going to work,-0.0619063457901
632,TRUMP, Well let me just say -- let me just say,0.482284288789
633,CLINTON, We're going to pull the country together,0.153331749448
634,CLINTON, We're going to have trade agreements that we enforce,0.268675840779
635,CLINTON, That's why I'm going to have a trade prosecutor for the first time in history,0.0780936542099
636,CLINTON, And we're going to enforce those agreements and we're going to look for businesses to help us by buying American products,0.165486019882
637,WALLACE, Secretary Clinton,0.174760320877
638,WALLACE, Go ahead Mister Trump,0.214760320877
639,TRUMP, Let me ask a simple question,0.191426987543
640,TRUMP, She's been doing this for 30 years,-0.0902054392486
641,TRUMP, Why the hell didn't you do it over the last 15 20 years,-0.546741266951
642,CLINTON, No I voted,-0.20190634579
643,TRUMP, You were very much involved -- excuse me,0.289165280767
644,TRUMP, My turn,0.304760320877
645,TRUMP, You were very much involved in every aspect of this country,0.248396684513
646,TRUMP, Very much,0.554760320877
647,TRUMP, And you do have experience,0.500760320877
648,TRUMP, I say the one thing you have over me is experience but it's bad experience because what you've done has turned out badly,-0.167413592167
649,TRUMP,For 30 years you've been in a position to help and if you say that I use steel or I use something else I -- make it impossible for me to do that,-0.0470433349341
650,TRUMP, I wouldn't mind,-0.128573012457
651,TRUMP,The problem is you talk but you don't get anything done Hillary,-0.163573012457
652,TRUMP, You don't,-0.405239679123
653,TRUMP, Just like when you ran the State Department $6 billion was missing,0.101030294137
654,TRUMP, How do you miss $6 billion,0.167300267397
655,TRUMP, You ran the State Department $6 billion was either stolen,-0.135715711211
656,TRUMP, They don't know,-0.235239679123
657,TRUMP, It's gone $6 billion,-0.0664297593426
658,TRUMP, If you become president this country is going to be in some mess,-0.0275473714311
659,TRUMP, Believe me,1.26476032088
660,CLINTON, Well first of all what he just said about the State Department is not only untrue it's been debunked numerous times,-0.0835615991652
661,CLINTON, But I think it's really an important issue,-0.0352396791234
662,CLINTON, He raised the 30 years of experience so let me just talk briefly about that,0.161776299485
663,CLINTON, You know back in the 1970s I worked for the Children's Defense Fund,0.315529551646
664,CLINTON, And I was taking on discrimination against African-American kids in schools,-0.186581526476
665,CLINTON, He was getting sued by the Justice Department for racial discrimination in his apartment buildings,-0.218223700515
666,CLINTON,In the 1980s I was working to reform the schools in Arkansas,0.0630936542099
667,CLINTON, He was borrowing $14 million from his father to start his businesses,0.31063360073
668,CLINTON, In the 1990s I went to Beijing and I said women's rights are human rights,0.231109632818
669,CLINTON, He insulted a former Miss Universe Alicia Machado called her an eating machine,0.0778741176648
670,TRUMP, Give me a break,0.474760320877
671,CLINTON, And on the day when I was in the Situation Room monitoring the raid that brought Osama bin Laden to justice he was hosting the "Celebrity Apprentice,-0.0487138126191
672,CLINTON," So I'm happy to compare my 30 years of experience what I've done for this country trying to help in every way I could especially kids and families get ahead and stay ahead with your 30 years and I'll let the American people make that decision,0.327435194012
673,TRUMP, Well I think I did a much better job,0.651426987543
674,TRUMP, I built a massive company a great company some of the greatest assets anywhere in the world worth many many billions of dollars,0.449770741708
675,TRUMP, I started with a $1 million loan,0.318365989323
676,TRUMP, I agree with that,0.444760320877
677,TRUMP, It's a $1 million loan,0.0438082567013
678,TRUMP, But I built a phenomenal company,0.0339669340638
679,TRUMP,And if we could run our country the way I've run my company we would have a country that you would be so proud of,0.271960320877
680,TRUMP, You would even be proud of it,0.361903178019
681,TRUMP,And frankly when you look at her real record take a look at Syria,0.115508846466
682,TRUMP, Take a look at the migration,-0.118573012457
683,TRUMP, Take a look at Libya,-0.128191743299
684,TRUMP, Take a look at Iraq,-0.423239679123
685,TRUMP, She gave us ISIS because her and Obama created this huge vacuum and a small group came out of that huge vacuum because when -- we should never have been in Iraq but once we were there we should have never got out the way they wanted to get out,-0.0840205047935
686,TRUMP, She gave us ISIS as sure as you are sitting there,0.353418473524
687,TRUMP, And what happened is now ISIS is in 32 countries,-0.0521917432987
688,TRUMP, And now I listen how she's going to get rid of ISIS,-0.0489697058631
689,TRUMP, She's going to get rid of nobody,-0.443811107695
690,WALLACE, All right,1.00476032088
691,WALLACE, We are going to get to foreign hot spots in a few moments but the next segment is fitness to be president of the United States,0.0616833977997
692,WALLACE, Mister Trump at the last debate you said your talk about grabbing women was just that talk and that you'd never actually done it,-0.0704380258266
693,WALLACE, And since then as we all know nine women have come forward and have said that you either groped them or kissed them without their consent,0.216115693151
694,WALLACE,Why would so many different women from so many different circumstances over so many different years why would they all in this last couple of weeks make up -- you deny this -- why would they all make up these stories,0.0869671344924
695,WALLACE,Since this is a question for both of you Secretary Clinton Mister Trump says what your husband did and that you defended was even worse,-0.0840396791234
696,WALLACE, Mister Trump you go first,0.492760320877
697,TRUMP, Well first of all those stories have been largely debunked,0.466284288789
698,TRUMP, Those people -- I don't know those people,0.036665280767
699,TRUMP, I have a feeling how they came,0.110474606591
700,TRUMP, I believe it was her campaign that did it,0.0647603208766
701,TRUMP,Just like if you look at what came out today on the clips where I was wondering what happened with my rally in Chicago and other rallies where we had such violence,-0.0510134391508
702,TRUMP, She's the one and Obama that caused the violence,-0.555239679123
703,TRUMP, They hired people -- they paid them $1500 and they're on tape saying be violent cause fights do bad things,-0.177715711211
704,TRUMP,I would say the only way -- because those stories are all totally false I have to say that,-0.0228586433801
705,TRUMP, And I didn't even apologize to my wife who's sitting right here because I didn't do anything,0.0494662032295
706,TRUMP, I didn't know any of these -- I didn't see these women,0.0293636274702
707,TRUMP,These women -- the woman on the plane the -- I think they want either fame or her campaign did it,0.263354576031
708,TRUMP, And I think it's her campaign,0.191426987543
709,TRUMP, Because what I saw what they did which is a criminal act by the way where they're telling people to go out and start fist-fights and start violence,-0.284695404869
710,TRUMP,And I'll tell you what in particular in Chicago people were hurt and people could have been killed in that riot,-0.360001583885
711,TRUMP, And that was now all on tape started by her,0.0707603208766
712,TRUMP, I believe Chris that she got these people to step forward,0.28112395724
713,TRUMP, If it wasn't they get their 10 minutes of fame,-0.0997157112111
714,TRUMP, But they were all totally -- it was all fiction,0.0582842887889
715,TRUMP, It was lies and it was fiction,-0.626668250552
716,CLINTON, Well,1.30476032088
717,WALLACE, Secretary Clinton,0.174760320877
718,CLINTON, At the last debate we heard Donald talking about what he did to women,0.00333174944801
719,CLINTON, And after that a number of women have come forward saying that's exactly what he did to them,0.0780936542099
720,CLINTON, Now what was his response,-0.0672396791234
721,CLINTON, Well he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted,0.046833243178
722,TRUMP, I did not say that,-0.207239679123
723,TRUMP, I did not say that,-0.207239679123
724,CLINTON, In fact he went on to say,0.0219031780194
725,CLINTON, WALLACE Her two minutes -- sir her two minutes,0.00867584077919
726,CLINTON, Her two minutes,0.131426987543
727,TRUMP, I did not say that,-0.207239679123
728,WALLACE, It's her two minutes,-0.0252396791234
729,CLINTON, He went on to say "Look at her,-0.063334719233
730,CLINTON, I don't think so,-0.150239679123
731,CLINTON," About another woman he said "That wouldn't be my first choice,0.243966934064
732,CLINTON," He attacked the woman reporter writing the story called her "disgusting" as he has called a number of women during this campaign,0.0347811625395
733,CLINTON,Donald thinks belittling women makes him bigger,0.60122313218
734,CLINTON, He goes after their dignity their self-worth and I don't think there is a woman anywhere who doesn't know what that feels like,0.0315098721428
735,CLINTON, So we now know what Donald thinks and what he says and how he acts toward women,0.205936791465
736,CLINTON, That's who Donald is,-0.125239679123
737,CLINTON,I think it's really up to all of us to demonstrate who we are and who our country is and to stand up and be very clear about what we expect from our next president how we want to bring our country together where we don't want to have the kind of pitting of people one against the other where instead we celebrate our diversity we lift people up and we make our country even greater,0.278381895602
738,CLINTON,America is great because America is good,0.904760320877
739,CLINTON, And it really is up to all of us to make that true now and in the future and particularly for our children and our grandchildren,0.354760320877
740,WALLACE, Mister Trump,-0.00523967912342
741,TRUMP, Nobody has more respect for women than I do,0.309204765321
742,TRUMP, Nobody,-1.73523967912
743,TRUMP,LAUGHTER,3.12476032088
744,TRUMP,Nobody has more respect,0.224760320877
745,WALLACE, Please everybody,0.904760320877
746,TRUMP, And frankly those stories have been largely debunked,0.168570240657
747,TRUMP, And I really want to just talk about something slightly different,0.0629421390584
748,TRUMP,She mentions this which is all fiction all fictionalized probably or possibly started by her and her very sleazy campaign,0.216046272745
749,TRUMP, But I will tell you what isn't fictionalized are her e-mails where she destroyed 33000 e-mails criminally criminally after getting a subpoena from the United States Congress,-0.100177540091
750,TRUMP,What happened to the FBI I don't know,-0.397739679123
751,TRUMP, We have a great general four-star general today you read it in all of the papers going to potentially serve five years in jail for lying to the FBI,-0.0678176212226
752,TRUMP, One lie,-1.37523967912
753,TRUMP, She's lied hundreds of times to the people to Congress and to the FBI,-0.392382536266
754,TRUMP, He's going to probably go to jail,-0.600953964838
755,TRUMP, This is a four-star general,-0.140191743299
756,TRUMP, And she gets away with it and she can run for the presidency of the United States,0.115348556171
757,TRUMP, That's really what you should be talking about not fiction where somebody wants fame or where they come out of her crooked campaign,-0.0361092443408
758,WALLACE, Secretary Clinton,0.174760320877
759,CLINTON, Well every time Donald is pushed on something which is obviously uncomfortable like what these women are saying he immediately goes to denying responsibility,0.0495619741734
760,CLINTON, And it's not just about women,-0.0419063457901
761,CLINTON, He never apologizes or says he's sorry for anything,-0.517990825887
762,CLINTON,So we know what he has said and what he's done to women,0.17091416703
763,CLINTON, But he also went after a disabled reporter mocked and mimicked him on national television,-0.177207721907
764,TRUMP, Wrong,-2.23523967912
765,CLINTON, He went after Mister and Mister,-0.128573012457
766,CLINTON, Khan the parents of a young man who died serving our country a Gold Star family because of their religion,0.328522304833
767,CLINTON, He went after John McCain a prisoner of war said he prefers "people who aren't captured,-0.784584719233
